"nama_depan","nama_belakang","gender","foto","tingkat","id_prov","id_kab","id_kec","id_partai","id_dapil","no_urut","status"
"MAHFUD","NULL","l","default_avatar.jpg","e",1,1,12,9,5,9,"l"
"FATKHIYATUS ","SHOFA, SE","p","default_avatar.jpg","e",1,1,14,9,5,10,"l"
"SUBARI","NULL","l","default_avatar.jpg","e",1,1,13,9,5,11,"l"
"TRI ","SUKO","l","default_avatar.jpg","e",1,1,1,10,1,1,"l"
"NUR K","HAFID","l","default_avatar.jpg","e",1,1,2,10,1,2,"l"
"KARYATUN","NULL","p","default_avatar.jpg","e",1,1,1,10,1,3,"l"
"MUH ","TAROM","l","default_avatar.jpg","e",1,1,2,10,1,4,"l"
"LAELA UMI","LATIFAH","p","default_avatar.jpg","e",1,1,4,10,1,5,"l"
"IRNA ","WATI","p","default_avatar.jpg","e",1,1,6,10,2,1,"l"
"NOVIAN EKO ","PURNOMO, S.Kg.","l","default_avatar.jpg","e",1,1,13,10,3,1,"l"
"RISA ","WINDASARI, A.Md.","p","default_avatar.jpg","e",1,1,13,10,3,2,"l"
"MUHAMMAD ","FIRDAUS FAISHOL","l","default_avatar.jpg","e",1,1,13,10,3,3,"l"
"MULYANTO","NULL","l","default_avatar.jpg","e",1,1,10,10,4,1,"l"
"FERINA ","SURYANINGRUM","p","default_avatar.jpg","e",1,1,10,10,4,2,"l"
"CAHYA WAHYU ","ANANTA, A.Md. Komp.","l","default_avatar.jpg","e",1,1,13,10,5,1,"l"
"FARIDA AZMI ","ZUBAIDAH","p","default_avatar.jpg","e",1,1,12,10,5,2,"l"
"SUSI ","ALIFAH","p","default_avatar.jpg","e",1,1,1,11,1,1,"l"
"ARDILES RIZQI ","PREMANASAKTI, S.Pd","l","default_avatar.jpg","e",1,1,1,11,1,2,"l"
"SUSI ","SULISTYOWATI","p","default_avatar.jpg","e",1,1,2,11,1,3,"l"
"PURWANING ","WIDYASTUTI, SH","p","default_avatar.jpg","e",1,1,2,11,1,4,"l"
"BURHANUDIN YUSUF ","WAHYUDIANTOKO","l","default_avatar.jpg","e",1,1,5,11,2,1,"l"
"SITI ","ROFIAH","p","default_avatar.jpg","e",1,1,5,11,2,2,"l"
"FAHRURROZI","NULL","l","default_avatar.jpg","e",1,1,5,11,2,3,"l"
"SITI ","ALFIYAH","p","default_avatar.jpg","e",1,1,5,11,2,4,"l"
"H. FARODLI, ","S. Pd.I","l","default_avatar.jpg","e",1,1,8,11,3,1,"l"
"ROKHMANTO","NULL","l","default_avatar.jpg","e",1,1,8,11,3,2,"l"
"SISKA DUWI ","NURAINI, S. P","p","default_avatar.jpg","e",1,1,9,11,3,3,"l"
"AL MUNIB ","NGATONO","l","default_avatar.jpg","e",1,1,9,11,3,4,"l"
"MULYANTO","NULL","l","default_avatar.jpg","e",1,1,7,11,3,5,"l"
"KHIRZATUL","KHUSNA, S.Pd","p","default_avatar.jpg","e",1,1,7,11,3,6,"l"
"NAJAAT VAYA ","MAHDIA IZZATI","p","default_avatar.jpg","e",1,1,8,11,3,7,"l"
"ROKHMATUN, S.Pd","NULL","p","default_avatar.jpg","e",1,1,8,11,3,8,"l"
"Drs. FARCHAN","NULL","l","default_avatar.jpg","e",1,1,11,11,4,1,"l"
"JACOOB FIRMAN ","ALFAN, ST","l","default_avatar.jpg","e",1,1,11,11,4,2,"l"
"Dra. ZUMROTUT ","TAQIYAH","p","default_avatar.jpg","e",1,1,11,11,4,3,"l"
"MUSTOFA, S.Pd.I","NULL","l","default_avatar.jpg","e",1,1,11,11,4,4,"l"
"PURWOWASIS","NULL","p","default_avatar.jpg","e",1,1,10,11,4,5,"l"
"AGUS ","HAKIM","l","default_avatar.jpg","e",1,1,10,11,4,6,"l"
"WARDAH","NULL","p","default_avatar.jpg","e",1,1,11,11,4,7,"l"
"SOLEHAR, ST","NULL","l","default_avatar.jpg","e",1,1,11,11,4,8,"l"
"NUR ","YANTO","l","default_avatar.jpg","e",1,1,4,12,1,1,"l"
"SISKA ","YULIANA","p","default_avatar.jpg","e",1,1,1,12,1,2,"l"
"BUDHI ","SETYAWAN","l","default_avatar.jpg","e",1,1,4,12,1,3,"l"
"AKHMAD ","YULIAN","l","default_avatar.jpg","e",1,1,5,12,2,1,"l"
"DESI ","ARIYANTI","p","default_avatar.jpg","e",1,1,5,12,2,2,"l"
"NUR AHMAD ","ZULFASANI","l","default_avatar.jpg","e",1,1,6,12,2,3,"l"
"MUTAKIN","NULL","l","default_avatar.jpg","e",1,1,7,12,3,1,"l"
"FATHUL ","HIDAYATI","p","default_avatar.jpg","e",1,1,7,12,3,2,"l"
"MUHAMMAD ","SAHID, S.E","l","default_avatar.jpg","e",1,1,7,12,3,3,"l"
"IMAM ","SYAFI'I","l","default_avatar.jpg","e",1,1,11,12,4,1,"l"
"AHMAD ","ZUNAEDI, S.Pd","l","default_avatar.jpg","e",1,1,10,12,4,2,"l"
"ZAKIYATUL ","ULYA","p","default_avatar.jpg","e",1,1,11,12,4,3,"l"
"ANITA ","SULISTIYANINGSIH, S.Pd","p","default_avatar.jpg","e",1,1,11,12,4,4,"l"
"ARIF ","WIBOWO","l","default_avatar.jpg","e",1,1,10,12,4,5,"l"
"MUTTAQIN, S.Pd.I","NULL","l","default_avatar.jpg","e",1,1,11,12,4,6,"l"
"SUMARTO","NULL","l","default_avatar.jpg","e",1,1,12,12,5,1,"l"
"MUNTIAH, S.Pd.I","NULL","p","default_avatar.jpg","e",1,1,14,12,5,2,"l"
"MUSYAFAK","NULL","l","default_avatar.jpg","e",1,1,14,12,5,3,"l"
"ISTIAROH","NULL","p","default_avatar.jpg","e",1,1,14,12,5,4,"l"
"PARNO","NULL","l","default_avatar.jpg","e",1,1,14,12,5,5,"l"
"H. HABIB ","MUSTOFA","l","default_avatar.jpg","e",1,1,1,13,1,1,"l"
"H. NGASPAN, A.Md","NULL","l","default_avatar.jpg","e",1,1,2,13,1,2,"l"
"SITI ","BADRIYAH","p","default_avatar.jpg","e",1,1,1,13,1,3,"l"
"SAEFUL ","AMRI, S. Pd. I","l","default_avatar.jpg","e",1,1,2,13,1,4,"l"
"NGATINAH","NULL","p","default_avatar.jpg","e",1,1,3,13,1,5,"l"
"RIFA'ATI","NULL","p","default_avatar.jpg","e",1,1,1,13,1,6,"l"
"TITUS ","WAHYUNADI, S.H","l","default_avatar.jpg","e",1,1,4,13,1,7,"l"
"FATKHAN, SH","NULL","l","default_avatar.jpg","e",1,1,6,13,2,1,"l"
"KHUSNUL ","MAAB","l","default_avatar.jpg","e",1,1,5,13,2,2,"l"
"SITI ","MARYAMAH","p","default_avatar.jpg","e",1,1,6,13,2,3,"l"
"NURUL ","AZIZAH","p","default_avatar.jpg","e",1,1,6,13,2,4,"l"
"DEWI ","TAKHLISOH, S.Sos","p","default_avatar.jpg","e",1,1,5,13,2,5,"l"
"IBRAHIM ","GHUFRON, S.Kom","l","default_avatar.jpg","e",1,1,5,13,2,6,"l"
"H. HARYONO, S.Sos","NULL","l","default_avatar.jpg","e",1,1,9,13,3,1,"l"
"SRI ","ERNAWATI","p","default_avatar.jpg","e",1,1,9,13,3,2,"l"
"SUNANDAR","NULL","l","default_avatar.jpg","e",1,1,8,13,3,3,"l"
"Hj. HARITSAH, S.IP","NULL","p","default_avatar.jpg","e",1,1,12,13,4,1,"l"
"NUR TETA ","SUSANTO PUTRI, S.Pd","p","default_avatar.jpg","e",1,1,10,13,4,2,"l"
"FERY AHMAD ","ZUL JEFFRY","l","default_avatar.jpg","e",1,1,10,13,4,3,"l"
"MARTO","NULL","l","default_avatar.jpg","e",1,1,11,13,4,4,"l"
"NUR ","HIDAYAH","p","default_avatar.jpg","e",1,1,12,13,4,5,"l"
"SRI ","REJEKI","p","default_avatar.jpg","e",1,1,14,13,5,1,"l"
"SAFUWAN","NULL","l","default_avatar.jpg","e",1,1,13,13,5,2,"l"
"NUR ","ZAET, S. Kom","l","default_avatar.jpg","e",1,1,12,13,5,3,"l"
"NINING ","RAHMAWATI","p","default_avatar.jpg","e",1,1,14,13,5,4,"l"
"NUR MUHAMMAD ","AL BASYA, S. Pd","l","default_avatar.jpg","e",1,1,12,13,5,5,"l"
"NABILA NAILATUS ","SAKINA, S. HUM","p","default_avatar.jpg","e",1,1,1,14,1,1,"l"
"ANDJARWATI, S. E","NULL","p","default_avatar.jpg","e",1,1,5,14,2,1,"l"
"ANITA ","VERAWATI, S.Pd","p","default_avatar.jpg","e",1,1,6,14,2,2,"l"
"NOUR ALFI ","HIDAYATI","p","default_avatar.jpg","e",1,1,8,14,3,1,"l"
"KISNO","NULL","l","default_avatar.jpg","e",1,1,11,14,4,1,"l"
"BAGUS HARISUL ","KASYAFI, S. Pd.","l","default_avatar.jpg","e",1,1,11,14,4,2,"l"
"GUNAWATI","NULL","p","default_avatar.jpg","e",1,1,11,14,4,3,"l"
"KHARISWATI","NULL","p","default_avatar.jpg","e",1,1,14,14,5,1,"l"
